label,auc,mean,std,rms,max,min,mean_deriv,std_deriv
clench,76.54152774810791,32.390465380249715,21.318504586588453,38.776550715059074,180,21,0.0022727272727272726,2.3606613707683737
clench,75.90203976631165,31.920814479638008,17.64315901334302,36.47217373578897,128,21,0.0022650056625141564,2.345568933968097
clench,86.22087144851685,32.57744107744108,21.861668624971813,39.23292268264273,161,22,-0.002527379949452401,2.7133469009887836
clench,108.89903020858765,36.03082502266546,35.518245179923134,50.594131008201614,244,22,0.0009074410163339383,3.209983164601128
clench,56.744603633880615,33.3036187113857,50.76896386683839,60.717532158230064,524,20,-0.0011035091591260207,4.900488323116363
clench,109.05127501487732,35.94294605809129,42.93196226416703,55.991506098574646,282,20,-0.0010384215991692627,4.961429524843415
clench,122.23065495491028,41.090425531914896,41.09150807635485,58.11140255047179,231,21,0.004259850905218318,4.033932611187777
clench,127.15055668354034,40.61755485893417,47.85787502338338,62.77070944694117,299,21,-0.0010460251046025104,5.889409592594671
clench,101.58979642391205,28.711638679791545,26.386381136384415,38.99486254820557,207,20,0.0,2.7715237953731906
clench,117.88838124275208,41.190419161676644,33.522764154985346,53.10768632980907,190,20,0.014388489208633094,3.76112695146008
clench,108.55259966850281,39.9964200477327,40.79924933296963,57.133986057061485,267,20,-0.014336917562724014,4.707683030802485
clench,88.29161489009857,33.45202558635395,22.213980239296152,40.15593273604685,163,21,0.0192102454642476,2.6240115719148123
clench,91.23614645004272,39.33366935483871,29.003311745057605,48.87053956216131,181,20,-0.02119071644803229,3.3956336590499347
clench,83.30444610118866,31.04750593824228,27.508756968130623,41.481072007806944,156,20,0.0011890606420927466,2.631782062847347
clench,128.31058406829834,45.88445078459344,56.04506593674286,72.432259661408,282,20,0.01,5.974819782099829
clench,96.39376223087311,37.52988505747126,27.743171946299878,46.67093166060611,172,21,-0.006904487917146145,3.1060945646055513
clench,104.48180258274078,39.005917159763314,30.457283510408047,49.48846019333893,222,22,0.005924170616113744,3.7670576313671353
clench,82.98279023170471,39.571583514099785,21.965803028766256,45.259327486297565,124,20,-0.006514657980456026,2.486436804482303
clench,77.99216961860657,30.647429171038826,19.6788362517705,36.42144301119655,170,22,-0.0010504201680672268,2.5828699897618597
clench,104.49147021770477,33.61934420223484,27.703831671689784,43.5633170670194,291,21,0.0010993037742762918,3.1000181267622544
clench,149.8594708442688,43.633681852128454,55.66393896215955,70.72745077235422,361,20,-0.0018677624206200972,4.559447971569512
index,44.056450605392456,21.799657534246574,1.6652984900009367,21.863171948992967,30,20,-0.0017152658662092624,0.7803309812940252
index,44.887903690338135,21.619444444444444,1.2074581760514855,21.653136801242756,30,20,0.0,0.7676575562690775
index,46.5730516910553,22.337931034482757,2.8447669795007027,22.51834501176686,48,20,0.0,0.8860923317365869
index,46.06181752681732,22.538844621513945,2.0241286206831526,22.629551775185842,35,21,-0.0009970089730807576,0.7868555002389309
index,48.71250629425049,23.13224043715847,4.949250526371753,23.655773680336488,55,21,0.0010940919037199124,0.9466044961384424
index,45.49121570587158,22.225204200700116,2.1210550833457362,22.326185890774198,37,21,-0.0011682242990654205,0.7756507908012977
index,48.13295137882233,22.748091603053435,4.120500806015239,23.118265472852464,58,21,0.0009551098376313276,0.935860464424652
index,46.896363615989685,22.59873949579832,3.5073030781096457,22.86928511520796,43,20,0.0,0.8892393280465556
index,47.05560290813446,22.521653543307085,3.0526101555648277,22.727589117339615,46,21,-0.0019704433497536944,0.8822251642895451
index,46.58639085292816,22.52358490566038,3.163308272034691,22.744634449170974,45,21,0.0,0.851417319640715
index,46.130505442619324,22.491071428571427,2.866488621171576,22.67300269087463,39,20,-0.001277139208173691,0.7950989101749669
index,45.8585501909256,22.34129213483146,2.1671921755795434,22.446159051823884,37,20,0.0014064697609001407,0.8259151626404372
index,45.629966139793396,22.34375,2.1246826618792927,22.444541440541627,35,21,-0.0014903129657228018,0.8088542334188369
index,49.40409016609192,22.835664335664337,4.78443580344219,23.331489271120084,55,21,0.0,0.9250097537969113
index,46.094008922576904,22.333333333333332,2.2457294257311524,22.445959066864855,37,20,0.0,0.8229827540701764
index,46.874526619911194,22.63510101010101,3.0528890506295054,22.840050991469553,43,21,0.0,0.9092862679415123
index,46.720709443092346,22.49381188118812,2.9137708758731464,22.681746706622185,45,21,0.0,0.8793373645782911
index,46.964770436286926,22.513851653261842,3.129258178312647,22.73028317051104,48,21,0.0,0.8678309687605604
index,45.599692702293396,22.2751677852349,2.24851646961502,22.3883658665499,35,21,0.0,0.8263145278432004
index,46.38674974441528,22.514851485148515,2.6777922833178835,22.67353322512597,37,21,-0.0012391573729863693,0.8426361250327419
index,45.088406562805176,22.0,1.2595786841394472,22.036028191612445,32,21,-0.0012033694344163659,0.7464305728175807
index,47.44964075088501,22.514018691588785,2.9190463363347483,22.702463944666412,40,21,-0.0011695906432748538,0.8314004463753709
index,46.29184305667877,22.686011904761905,3.4405556790743343,22.945425677546485,47,20,0.0,0.9119181075476698
index,47.135364294052124,22.921511627906977,4.010480751046681,23.26971532191124,45,21,0.001455604075691412,0.9598933592485357
index,45.230448961257935,22.32122093023256,1.6661865379052878,22.383321500513475,30,21,0.0,0.7417670393131213
index,47.69912028312683,23.066860465116278,4.415703415646099,23.485708172675846,57,21,0.001455604075691412,0.9227818081736606
index,46.623677492141724,22.656976744186046,2.678794448466247,22.814787636174064,36,21,0.001455604075691412,0.8297581629720872
index,46.54662895202637,22.49867021276596,2.9902320300217577,22.696511823101147,41,21,0.0013315579227696406,0.828100571899249
index,45.511746883392334,22.320588235294117,2.107448891539206,22.419857269840055,37,21,0.0,0.7939387466495869
index,45.23083555698395,22.211206896551722,2.288763339417268,22.32881880945088,39,21,-0.0014388489208633094,0.8179625162042707
index,44.934576988220215,22.166158536585368,1.8809412859543528,22.2458203802477,33,20,0.0,0.8045671160784594
index,47.15671622753143,23.075187969924812,4.04193071588761,23.426512838222393,47,21,-0.0015060240963855422,0.9576880528597066
index,44.72915232181549,22.253048780487806,1.4493448385512324,22.300196871054858,30,21,0.0015267175572519084,0.7505707480041136
index,45.91166436672211,22.62037037037037,2.9124602236226016,22.807094954134637,43,20,0.0,0.8860938367242377
index,46.2995263338089,22.650655021834062,2.8935900663302876,22.834733114054604,41,21,0.0,0.804506258956205
index,45.5471670627594,22.40548780487805,2.0258016494765747,22.49688325296553,38,21,0.0,0.7656758726672357
index,46.40186285972595,22.391176470588235,2.6048447675390904,22.54218268047706,43,21,0.0,0.7883541140446183
index,46.06093609333038,22.69753086419753,2.3845943469832944,22.82244942005271,36,21,0.0015455950540958269,0.7931297486243537
index,48.169249415397644,23.298850574712645,4.743695010957432,23.776860189263218,52,21,-0.0014388489208633094,0.9000388170294802
index,45.87067008018494,22.554411764705883,2.084955481505922,22.65057459341296,35,21,-0.0014727540500736377,0.7391816986187005
index,46.875075697898865,23.00294117647059,3.4063077556133354,23.25377894653077,47,21,0.0,0.7770644506925996
index,48.156962156295776,23.316265060240966,4.078223157517763,23.670237017865446,55,21,0.0030165912518853697,1.358729092325275
index,48.224095702171326,23.363372093023255,3.9475406269070445,23.69451904044772,55,21,-0.001455604075691412,1.3210856020602062
index,47.03485333919525,23.019886363636363,3.199281167244726,23.241139562891878,45,21,0.0,0.783906401356816
index,46.25196433067322,22.75,3.003158449725439,22.94736282613227,43,21,0.0,0.8682556028281507
index,48.26610267162323,23.2975,5.096223479204969,23.848375206709576,59,21,0.0,0.9804088442468003
index,46.350287437438965,22.834965034965034,2.4718063025607093,22.968357680632163,40,21,0.0,0.7850136932560092
index,46.23390996456146,22.642375168690958,1.707421847500297,22.706660755053225,33,21,-0.0013513513513513514,0.7099663568814929
index,45.708858132362366,22.511904761904763,1.3768411709334247,22.553969664319574,31,21,-0.0014903129657228018,0.6938075142975386
index,45.81364142894745,22.524725274725274,1.480437892347211,22.573323748507775,31,21,0.001375515818431912,0.7445340709358396
index,47.03912711143494,22.629587155963304,2.703921008532884,22.790555141762667,39,21,0.0,0.7636999789606672
index,45.72438359260559,22.5,1.7329097467774226,22.56663413516682,34,21,0.0014903129657228018,0.7535297067187542
index,45.73138761520386,22.588642659279778,1.8476708666075727,22.664083145363385,33,21,0.0,0.7614133875501783
index,49.22123062610626,23.94108761329305,5.514154050224285,24.567897162699513,54,21,0.0,1.3926541666316916
index,46.85393035411835,22.819940476190474,2.9290247029928973,23.00714821631788,40,21,-0.0014903129657228018,0.7920981868029771
index,46.67426240444183,22.83433734939759,2.4215949601978495,22.962384117015144,36,21,0.0015082956259426848,0.7796414960090353
index,46.436336159706116,22.716176470588234,2.3446503749222054,22.836857463835287,37,21,0.0,0.7578747122900451
index,47.62158441543579,23.004360465116278,3.239694510478988,23.231362872854287,49,21,0.039301310043668124,1.2733632440999607
index,46.27372491359711,22.71987951807229,1.9878765045978835,22.806678370890683,35,21,0.0,0.7570682517832987
index,47.83346378803253,23.18452380952381,3.6316890353433493,23.46723906904708,45,21,0.0,0.7797741275618877
index,46.37270677089691,22.884408602150536,2.423579048212943,23.012385631939996,41,21,0.0,0.7677903482348096
index,46.34732961654663,22.738031914893618,1.7840130351597034,22.807910861636152,37,21,-0.0013315579227696406,0.7270672061735735
index,47.54134452342987,23.24869109947644,3.5200898167792585,23.51366985727809,48,21,0.0,0.90578452704627
index,45.74076747894287,23.228021978021978,3.3692509748288413,23.47110685806822,53,21,0.0,1.2143117216592327
index,46.25311207771301,22.632731958762886,2.372069165102524,22.756697212935737,40,21,0.0,0.7344078149840709
index,45.40581691265106,22.34027777777778,1.2142853090309522,22.373254121830378,32,21,0.0,0.7115185820684171
index,46.81080710887909,23.01585014409222,3.2796696362268203,23.248345979404597,48,21,-0.001443001443001443,0.8553359862349806
index,45.250450015068054,22.432307692307692,1.293487556635779,22.46956916501824,31,21,0.0,0.7322633086251868
index,45.13047528266907,22.25,0.7055075930529888,22.261182380184916,26,21,0.0,0.6213885099044939
index,46.24958252906799,22.639322916666668,1.7489179868968965,22.706775558189673,36,21,0.0,0.7149000896634314
index,45.825411915779114,22.552197802197803,1.4972577880749907,22.601845203288306,34,21,0.0,0.7324282689714029
index,46.52555572986603,22.756510416666668,1.9709701264795534,22.8417050498279,38,21,0.0,0.7470061933702472
index,45.24654197692871,22.18103448275862,0.649037367613041,22.190528164734726,25,21,0.0,0.6700155694529437
index,45.923197865486145,22.569602272727273,1.4284992366416385,22.61476413359604,32,21,0.0,0.6809749516535218
index,47.59245991706848,23.25735294117647,2.8054472316459944,23.425947152676667,45,21,0.0014727540500736377,0.8975490495709902
index,45.95687198638916,22.71536144578313,1.1880449372693793,22.746408428267134,30,21,-0.0030165912518853697,0.7389140117554078
index,46.69215476512909,23.019662921348313,2.0111084480327683,23.107345979195603,36,21,-0.0014064697609001407,0.7946715953694172
index,47.914294838905334,23.347776510832382,3.0887533074886986,23.551200924672585,48,21,-0.001141552511415525,0.8660246514146487
index,43.792096972465515,21.538690476190474,1.3094933708583618,21.578460564124132,31,20,-0.003972194637537239,0.747045894335645
index,44.496683955192566,21.75227272727273,2.016972149756303,21.845584117952658,36,20,0.0,0.8151020511636251
index,47.99247908592224,22.65940366972477,5.014182053210557,23.20755472535345,55,20,0.0,0.9438908652788368
index,44.12129986286163,21.728518057285182,1.704443294617947,21.79526608945934,33,20,0.0012468827930174563,0.8152220396687057
index,46.028425097465515,22.35825105782793,3.394803178333258,22.614510363580397,42,20,0.0014124293785310734,0.8395238322586538
index,46.81791591644287,22.510526315789473,3.8617414583854193,22.839370440212733,44,20,0.0,0.8711448103687532
index,44.99109065532684,22.06989247311828,3.248731264224181,22.307720829393364,42,20,-0.0013458950201884253,0.7911001029921639
index,46.6055713891983,22.518229166666668,4.253635820975115,22.916458332386355,47,20,0.001303780964797914,0.9560066717751156
index,44.85299563407898,21.774774774774773,1.9186598395505725,21.859141613340448,35,20,0.0,0.8058411334476896
index,42.83200681209564,21.391737891737893,0.8650149281290778,21.409219996410446,26,20,-0.0014265335235378032,0.7116300765552467
index,44.32807910442352,21.711048158640228,1.8502942972266063,21.78974990983477,35,20,0.0,0.8234161671944286
index,43.01276707649231,21.424698795180724,0.8765991752762115,21.442624479720603,26,20,-0.0015082956259426848,0.7679461665949603
index,44.04451501369476,21.717261904761905,1.5869068829693251,21.77516333108062,30,20,0.0,0.8005214396009671
index,49.38476884365082,23.027925531914892,5.427032118154064,23.65878339887522,50,20,0.0,0.9041994053197333
index,45.9318642616272,22.295212765957448,3.0327254888797404,22.500531908606355,40,20,0.0,0.8143192528359384
index,47.2072411775589,22.719827586206897,4.943991822676012,23.251529426892656,56,20,0.0,0.9715373858407771
index,44.82489502429962,22.063953488372093,2.616246769826456,22.218523594012147,36,20,0.0,0.8548176682761586
index,46.59157133102417,22.593406593406595,4.186524751392551,22.978011467248663,44,20,0.002751031636863824,0.9599937656955455
index,47.4264680147171,22.551546391752577,4.856966797771211,23.068644761537698,54,20,-0.0012903225806451613,1.0429478752802122
index,45.30684149265289,21.913300492610837,2.623570770821162,22.069795243023112,39,20,0.0009861932938856016,0.8361878214777339
index,45.75455343723297,21.90685772773797,2.5519222395898273,22.05499314487008,41,20,0.0,0.7682212795973759
index,46.14617478847504,22.382102272727273,3.7268631872947817,22.690262478949784,49,20,0.001422475106685633,0.891718319427071
index,46.684916496276855,22.518817204301076,3.6055021720728853,22.805630317830474,42,20,0.0,0.8509356737505913
index,45.13348174095154,22.001506024096386,2.5260684528090214,22.146044548781763,38,20,0.0,0.8383708974489101
index,44.448015213012695,21.813253012048193,1.9753158103054649,21.902508521127718,31,20,0.0,0.7806096546167263
index,44.707555532455444,21.835227272727273,1.9346152878501377,21.920763817979434,34,20,0.0,0.7674012602073651
index,45.9941908121109,22.444005270092227,4.05680518133261,22.807696964911095,50,20,0.0013192612137203166,0.8829958306008909
index,45.429030895233154,22.281972265023114,3.4196475447785053,22.542854241416922,44,20,-0.0015432098765432098,0.8633469689954598
index,45.737975120544434,22.405882352941177,3.5748254730307827,22.689269295781003,41,20,0.0014727540500736377,0.8572643127893831
index,44.52053487300873,21.731927710843372,1.632816295550495,21.793181756786623,29,20,-0.0015082956259426848,0.7358504296103445
index,45.75938057899475,22.246913580246915,3.1760324041227603,22.47247974031821,44,20,0.0015455950540958269,0.9007968775124823
index,44.34225153923035,21.88529411764706,1.8355368429236454,21.96213318686614,33,20,0.0,0.8104617858559664
index,44.128299713134766,21.745588235294118,1.427145837752587,21.79236914475286,30,20,0.0,0.7883541140446183
index,45.17083036899567,22.22752808988764,3.344276607054485,22.477704309186823,44,20,0.0,0.8551983838081507
index,43.939391136169434,21.762048192771083,1.7995998611713826,21.836329847408408,32,20,0.0,0.7902116103552715
index,45.6853141784668,22.28125,3.035049165582001,22.48701013918925,38,20,-0.001564945226917058,0.8621754657446704
index,44.285141587257385,21.86918604651163,2.3778980923243362,21.998083954617925,40,20,0.001455604075691412,0.8402177443538725
index,44.427608370780945,21.898611111111112,2.3710050058265,22.026593775101347,38,20,-0.0013908205841446453,0.788476294336589
index,46.03486979007721,22.323863636363637,3.70544728983811,22.629300194056537,47,20,0.001422475106685633,0.8837062917819378
index,44.34879505634308,21.852011494252874,2.0925968247926425,21.951978676558795,35,20,0.0,0.7884051837811251
index,44.458393573760986,21.809593023255815,2.0523868287520863,21.905949866072543,34,20,0.0,0.7781589140321066
index,45.34857428073883,22.16875,2.865684636784027,22.35320167224373,40,20,0.001564945226917058,0.8456816893178734
index,45.8979549407959,22.370689655172413,3.9279359889859635,22.712913436668778,45,20,-0.0014388489208633094,0.8887778053415485
index,46.75003361701965,22.671875,4.7462908851221055,23.16335884930806,49,20,0.0,0.9762470596521017
index,45.174508452415466,22.13235294117647,2.935605017131732,22.326191424634246,41,20,-0.0014727540500736377,0.8257620457369073
index,44.65838873386383,21.88736263736264,2.2283031217857405,22.000499494829157,39,20,0.0,0.81424727477848
index,44.439377427101135,21.947222222222223,1.973432727101449,22.035766381045157,36,20,-0.0013908205841446453,0.7955007425539692
index,43.54114580154419,21.395604395604394,0.8941706314917958,21.4142809492037,26,20,0.001375515818431912,0.7333653884409264
index,43.58023655414581,21.647590361445783,1.7431173365736814,21.717657021557923,35,20,0.0,0.7510676161988108
index,43.68744218349457,21.498579545454547,1.2613116479355826,21.535548043768344,31,20,-0.001422475106685633,0.7514789377745508
index,45.980573892593384,22.390060240963855,3.6180551250550748,22.68050088692769,42,20,-0.0015082956259426848,0.8796325262022215
index,45.11914145946503,21.988372093023255,2.6225506226808144,22.144215476502378,38,20,0.001455604075691412,0.8522583616408755
index,44.58979105949402,21.889044943820224,2.208332837080581,22.0001596010554,36,20,0.0,0.8182173343241189
index,44.36942207813263,21.804166666666667,1.9204265657515895,21.888575152855935,32,20,0.0013908205841446453,0.8179136669549404
index,46.624019622802734,22.588068181818183,4.1100866386451544,22.95895547196423,48,20,0.001422475106685633,0.8739949135176679
index,44.583229303359985,21.809278350515463,1.82754313552696,21.88571534317474,33,20,0.0012903225806451613,0.7795769817994299
index,44.26219022274017,21.8140243902439,1.4667612901668576,21.86328083295112,29,20,0.0,0.7454697786226445
index,46.48234009742737,22.492559523809526,3.8691320389141746,22.8229142895176,44,20,-0.0014903129657228018,0.8466630471916983
index,46.41604161262512,22.364329268292682,3.5540095239687304,22.64495986565384,40,20,-0.0015267175572519084,0.8036163237833448
index,45.875537753105164,22.412650602409638,3.2949700930457477,22.65355899058157,41,20,0.0,0.8839101392326658
index,48.89649999141693,23.436746987951807,6.397399623912289,24.294193366426086,59,20,0.0015082956259426848,1.0413751869989487
index,44.97132229804993,22.022865853658537,2.207476559896518,22.1332232892259,34,20,-0.0015267175572519084,0.8111799654263369
index,46.56790006160736,22.373626373626372,3.4902481150140856,22.64422639462406,44,20,0.0,0.8293117081146003
index,44.34370708465576,21.772849462365592,1.8384379908377722,21.85032786840942,32,20,0.0,0.778236955614928
index,45.594602942466736,22.391975308641975,3.077807428558774,22.60250996659715,37,20,0.0,0.8523084391375217
index,45.34209215641022,22.180555555555557,2.769397079724247,22.352776224403794,36,20,0.0,0.7999227165143344
